;time;x;y;z;activity
709;1970-01-01 09:51:27.336669184;19.956141;-8.525627;-20.295921;backward_180
915;1970-01-01 09:53:23.088973824;15.443276999999998;-7.056433999999999;-7.618747;backward_180
732;1970-01-01 09:51:27.779168256;-0.969093;-8.525627;-5.584848;backward_180
374;1970-01-01 09:59:45.735327744;4.223332;-7.06122;-6.9320070000000005;backward_180
684;1970-01-01 09:59:57.265469440;10.030712;-24.705894;-1.119841;backward_180
262;1970-01-01 09:59:41.551509504;-1.720439;-2.014757;-2.086541;backward_180
563;1970-01-01 09:51:22.689380352;-1.5003;4.151547;-2.175076;backward_180
778;1970-01-01 10:00:00.948068352;-3.268596;2.723032;-1.514657;backward_180
281;1970-01-01 04:18:46.830579712;29.393433;-18.001205;-1.050449;backward_180
662;1970-01-01 04:19:08.485771264;1.380659;4.070191;-7.204789;backward_180
124;1970-01-01 09:59:37.287999488;4.094119999999999;-6.924828999999999;-1.880759;backward_180
441;1970-01-01 09:53:08.591362048;-1.710868;2.569891;0.258425;backward_180
501;1970-01-01 09:59:50.015614976;3.084348;-10.456635;0.648455;backward_180
598;1970-01-01 09:51:23.362566144;7.948957000000001;-12.076576;-1.395016;backward_180
198;1970-01-01 09:59:40.316286976;-2.368894;5.221139;-1.490728;backward_180
132;1970-01-01 09:51:06.683916288;-0.449851;-4.067799;3.223132;backward_180
633;1970-01-01 09:53:14.008305664;-5.194818;-1.495514;-4.003191999999999;backward_180
453;1970-01-01 09:51:17.943525376;10.932807;-11.430513000000001;5.625526;backward_180
573;1970-01-01 04:18:58.924855296;-4.510471;-8.128419000000001;0.284746;backward_180
120;1970-01-01 09:51:06.451132416;14.419148999999999;-9.801002;-3.146562;backward_180
884;1970-01-01 04:19:18.609772544;-16.072589999999998;-1.395016;13.57209;backward_180
200;1970-01-01 09:59:40.354035712;0.588634;2.210968;-1.739582;backward_180
1020;1970-01-01 09:51:56.524830720;-4.819145;-9.872786999999999;-2.368894;backward_180
718;1970-01-01 09:53:17.380526080;-0.39960100000000004;-13.636695999999999;-14.045869;backward_180
746;1970-01-01 09:59:58.481817600;9.219545;5.304888;-3.960121;backward_180
504;1970-01-01 04:18:57.595260928;23.693729;-11.858829;-0.31346;backward_180
431;1970-01-01 09:53:08.398424064;-18.424734;-9.401401;-5.994021;backward_180
520;1970-01-01 09:53:10.120185856;-14.565110999999998;-13.040883000000001;7.534998;backward_180
835;1970-01-01 04:19:14.421760000;10.293923;-9.138189;-6.876972;backward_180
391;1970-01-01 09:51:14.915237888;6.020341999999999;-9.365508;-3.4408790000000002;backward_180
691;1970-01-01 09:51:26.990639104;-1.361516;6.0586269999999995;-6.429514;backward_180
219;1970-01-01 04:18:45.631008768;-14.191831;-0.988236;-8.293523;backward_180
588;1970-01-01 09:51:23.171725312;16.699509;-1.342373;-14.646467000000001;backward_180
906;1970-01-01 09:51:32.967522304;20.635702;-11.205588;-14.148760000000001;backward_180
474;1970-01-01 04:18:53.300293632;9.540184;-5.3862440000000005;6.680761;backward_180
790;1970-01-01 04:19:13.534664704;1.732404;-0.42831499999999995;-0.5335989999999999;backward_180
234;1970-01-01 09:51:10.267949056;15.474383999999999;-18.884157000000002;16.618153;backward_180
909;1970-01-01 04:19:19.086874624;22.813171;-15.244673;-2.828316;backward_180
1026;1970-01-01 09:53:27.264403456;-13.438092000000001;-15.299707999999999;6.360123000000001;backward_180
409;1970-01-01 09:51:17.096275968;9.82493;-2.191826;-4.898108000000001;backward_180
704;1970-01-01 09:59:57.651345408;-9.394221;-16.814365;3.20399;backward_180
7;1970-01-01 09:59:35.826284544;-5.158926;-8.898908;6.9487570000000005;backward_180
398;1970-01-01 09:51:15.051552768;-0.557528;-5.359923;4.491328;backward_180
488;1970-01-01 04:18:53.548806144;11.849257000000001;-5.261817;6.223732;backward_180
909;1970-01-01 10:00:05.404516352;7.9346;-5.888737;0.715454;backward_180
825;1970-01-01 09:53:21.354629120;-2.8115669999999997;3.055634;1.119841;backward_180
